CHEMBL98975.mol2,OC(CNCCOc1ccc(-n2ccnc2)cc1)COc1ccccc1
ZINC59018973.mol2,COc1ccc(Br)cc1C=NNc1nc(SCC(=O)Nc2cccc(NC(C)=O)c2)n[nH]1
ZINC39628497.mol2,CC(=O)Oc1cccc(C(=O)N2CC(C(=O)NCCC[NH+]3CCCCC3C)C3(CC[NH2+]CC3)C2)c1C
ZINC44707850.mol2,Cc1ccc2[nH]cc(CCNC(=O)C3CN(C(=O)c4cc(C)oc4C(F)(F)F)CC34CC[NH2+]CC4)c2c1
ZINC39674106.mol2,Cc1[nH]c2ccccc2c1CCNC(=O)C1CN(C(=O)c2ccc3ccccc3n2)CC12CC[NH2+]CC2
ZINC67313631.mol2,CCOCCCNC(=O)NNC(=O)C=Cc1cccc(C)c1
ZINC44714112.mol2,CCn1nc(C)c(Br)c1C(=O)N1CC(C(=O)NC(C)c2c(C)n[nH]c2C)C2(CC[NH2+]CC2)C1
ZINC66556126.mol2,CC(C)(C)C(=O)NCCC(=O)NNC(=O)CCC1CCCCC1
ZINC09488239.mol2,CCOc1ccc(NC(=O)CSc2nnc(-c3cc(-c4ccc(F)cc4)n[nH]3)n2N)cc1
ZINC44714228.mol2,Cc1n[nH]c(C)c1C(C)NC(=O)C1CN(C(=O)c2ccc(-c3ccccc3)o2)CC12CC[NH2+]CC2
ZINC48805841.mol2,CCCCn1c(N)c(NC(C)C(C)CC)c(=O)n(C)c1=O
ZINC04177321.mol2,CC[NH+]1CCc2c(sc(NC(=S)NC(=O)C=Cc3ccc(OC)c(OC)c3)c2C(N)=O)C1
ZINC13734316.mol2,CC(CO)NC(=O)CC1(CNC(=O)OC(C)(C)C)CCCCC1
ZINC04222100.mol2,CC(C(=O)NCC[NH+]1CCOCC1)C1CCC2(C)Cc3sc(NC(=O)c4cnccn4)nc3C(C)C2C1O
ZINC44179617.mol2,CNC(=O)Cc1ccccc1NC(=O)NC(C)CCc1ccco1
